order_id,customer_id,order_timestamp,product_category,order_value,dispatch_state,delivery_status,days_since_delivery
ORD00003993,CUST0120335,2025-02-03T17:46,home,169.87,processing,delayed,336
ORD00003994,CUST0091447,2025-08-31T02:28,beauty,91.98,dispatched,delivered,132
ORD00003995,CUST0095608,2025-05-27T01:47,sports,19.44,dispatched,delayed,219
ORD00003996,CUST0053672,2025-12-26T02:23,fashion,141.52,dispatched,delivered,16
ORD00003997,CUST0020306,2025-02-02T09:24,fashion,37.06,dispatched,tracking_exception,325
ORD00003998,CUST0031459,2025-07-26T02:39,beauty,38.29,dispatched,delivered,168
ORD00003999,CUST0142500,2025-12-23T22:56,home,203.0,dispatched,delivered,17
ORD00004000,CUST0073939,2025-10-27T05:45,home,52.8,dispatched,delivered,76
ORD00004001,CUST0006043,2025-05-16T12:00,home,68.72,dispatched,delivered,237
ORD00004002,CUST0033252,2025-01-28T22:23,electronics,112.35,dispatched,delayed,344
ORD00004003,CUST0040197,2025-12-23T06:02,home,63.97,dispatched,delivered,18
ORD00004004,CUST0079888,2025-11-05T18:45,sports,314.06,processing,delivered,66
ORD00004005,CUST0184364,2025-09-10T16:00,fashion,31.79,dispatched,delivered,123
ORD00004006,CUST0038300,2025-07-03T21:35,sports,38.94,dispatched,delayed,182
ORD00004007,CUST0040563,2025-11-26T04:03,fashion,74.64,dispatched,delivered,43
ORD00004008,CUST0025038,2025-04-05T15:02,appliances,288.92,dispatched,delivered,278
ORD00004009,CUST0156883,2025-02-24T11:53,beauty,114.13,dispatched,delivered,318
ORD00004010,CUST0170940,2025-03-06T20:47,home,84.8,dispatched,delivered,310
ORD00004011,CUST0088954,2025-10-26T00:27,home,16.19,dispatched,delivered,77
ORD00004012,CUST0021193,2025-02-12T03:01,electronics,90.38,dispatched,delivered,333
ORD00004013,CUST0184342,2025-09-08T22:48,appliances,171.81,dispatched,delivered,124
ORD00004014,CUST0181805,2025-08-16T13:40,toys,171.08,dispatched,delivered,148
ORD00004015,CUST0062315,2025-09-01T08:50,fashion,415.33,processing,delivered,131
ORD00004016,CUST0101533,2025-06-10T18:53,electronics,83.96,dispatched,delayed,204
ORD00004017,CUST0076865,2025-03-20T10:25,home,66.22,dispatched,delivered,297
ORD00004018,CUST0134287,2025-01-21T11:10,beauty,61.58,dispatched,delivered,354
ORD00004019,CUST0003552,2025-01-20T00:44,home,367.85,dispatched,delayed,349
ORD00004020,CUST0015615,2025-01-17T07:31,fashion,57.1,dispatched,delivered,359
ORD00004021,CUST0091921,2025-11-18T18:24,electronics,137.24,dispatched,delivered,51
ORD00004022,CUST0035063,2025-03-08T02:24,beauty,188.19,dispatched,delivered,307
ORD00004023,CUST0010574,2025-02-12T19:05,fashion,45.06,dispatched,delayed,327
ORD00004024,CUST0087078,2025-09-15T08:07,home,31.17,dispatched,delayed,109
ORD00004025,CUST0059734,2025-02-23T10:15,toys,18.87,dispatched,delivered,322
ORD00004026,CUST0185291,2025-01-06T18:30,grocery,68.52,processing,delivered,369
ORD00004027,CUST0153792,2025-05-06T04:21,home,44.14,dispatched,delivered,248
ORD00004028,CUST0120338,2025-11-17T07:08,toys,39.07,dispatched,delayed,47
ORD00004029,CUST0081310,2025-07-28T12:31,home,370.59,dispatched,delivered,167
ORD00004030,CUST0023188,2025-06-10T22:13,fashion,123.85,dispatched,delayed,207
ORD00004031,CUST0105725,2025-10-20T02:22,home,74.33,dispatched,delivered,81
ORD00004032,CUST0013954,2025-02-19T09:58,electronics,1475.64,dispatched,delivered,325
ORD00004033,CUST0158879,2025-02-17T22:39,electronics,168.3,dispatched,delayed,322
ORD00004034,CUST0186494,2025-06-24T15:01,sports,103.42,dispatched,delivered,200
ORD00004035,CUST0146429,2025-06-08T20:15,appliances,80.55,dispatched,delivered,217
ORD00004036,CUST0183066,2025-03-19T22:21,home,18.32,dispatched,delivered,297
ORD00004037,CUST0032841,2025-11-11T11:16,fashion,64.22,processing,delayed,55
ORD00004038,CUST0185012,2025-09-08T12:39,electronics,364.02,dispatched,delivered,124
ORD00004039,CUST0135158,2025-10-13T18:21,sports,227.44,dispatched,delayed,86
ORD00004040,CUST0182003,2025-05-02T02:14,electronics,50.45,dispatched,delivered,254
ORD00004041,CUST0048520,2025-03-17T11:32,electronics,370.83,dispatched,delayed,293
ORD00004042,CUST0028806,2025-12-07T06:23,grocery,32.08,dispatched,delivered,35
ORD00004043,CUST0067071,2025-01-30T01:28,home,35.91,dispatched,delayed,340
ORD00004044,CUST0127386,2025-09-11T22:09,toys,39.91,dispatched,delayed,117
ORD00004045,CUST0037157,2025-02-17T19:14,electronics,139.97,dispatched,delayed,321
ORD00004046,CUST0026788,2025-05-16T09:00,home,402.1,dispatched,delivered,239
ORD00004047,CUST0058895,2025-10-21T20:16,fashion,54.7,dispatched,delayed,74
ORD00004048,CUST0014443,2025-12-01T01:26,electronics,288.67,processing,delivered,41
ORD00004049,CUST0165076,2025-02-06T11:36,sports,101.23,dispatched,delivered,337
ORD00004050,CUST0171127,2025-03-25T12:21,sports,94.29,dispatched,delayed,287
ORD00004051,CUST0022748,2025-02-09T13:54,grocery,44.44,dispatched,delivered,334
ORD00004052,CUST0070430,2025-02-05T23:53,fashion,70.54,dispatched,delivered,339
ORD00004053,CUST0026715,2025-09-17T01:21,electronics,47.86,dispatched,delayed,111
ORD00004054,CUST0198897,2025-03-26T17:37,grocery,85.13,dispatched,delayed,286
ORD00004055,CUST0130336,2025-03-12T09:42,electronics,103.02,dispatched,delivered,305
ORD00004056,CUST0037130,2025-02-28T09:31,electronics,34.28,dispatched,delivered,316
ORD00004057,CUST0007962,2025-03-18T05:49,toys,50.14,dispatched,delivered,299
ORD00004058,CUST0012473,2025-11-08T03:06,fashion,58.08,dispatched,delivered,63
ORD00004059,CUST0126145,2025-08-15T18:26,fashion,140.01,processing,delivered,146
ORD00004060,CUST0018025,2025-11-27T22:42,beauty,99.02,dispatched,delivered,45
ORD00004061,CUST0052000,2025-02-20T22:43,grocery,33.6,dispatched,delivered,324
ORD00004062,CUST0055619,2025-06-16T01:31,electronics,118.0,dispatched,delivered,209
ORD00004063,CUST0157833,2025-06-05T18:35,grocery,74.26,dispatched,delayed,209
ORD00004064,CUST0014645,2025-10-30T01:23,beauty,138.59,dispatched,delivered,70
ORD00004065,CUST0084758,2025-04-12T09:54,beauty,98.23,dispatched,delivered,273
ORD00004066,CUST0109411,2025-08-31T21:30,electronics,104.82,dispatched,delivered,131
ORD00004067,CUST0176389,2025-10-23T07:49,fashion,32.12,dispatched,delivered,78
ORD00004068,CUST0004402,2025-09-22T17:16,toys,153.05,dispatched,delivered,110
ORD00004069,CUST0103189,2025-04-21T23:59,grocery,47.97,dispatched,delivered,265
ORD00004070,CUST0058675,2025-10-30T15:59,electronics,85.15,processing,delivered,71
ORD00004071,CUST0198204,2025-04-28T21:57,electronics,196.86,dispatched,delivered,258
ORD00004072,CUST0150471,2025-08-16T08:46,beauty,185.88,dispatched,delivered,148
ORD00004073,CUST0087995,2025-04-10T20:21,beauty,43.97,dispatched,delivered,273
ORD00004074,CUST0084838,2025-11-08T06:35,electronics,98.14,dispatched,delivered,63
ORD00004075,CUST0073330,2025-09-06T06:57,home,113.54,dispatched,delivered,127
ORD00004076,CUST0170504,2025-10-07T01:57,home,53.89,dispatched,delivered,95
ORD00004077,CUST0098880,2025-09-03T19:48,beauty,40.31,dispatched,delivered,130
ORD00004078,CUST0058722,2025-12-30T09:19,toys,204.87,dispatched,delivered,10
ORD00004079,CUST0173957,2025-07-19T01:54,grocery,24.41,dispatched,delivered,174
ORD00004080,CUST0093107,2025-08-19T05:16,electronics,132.91,dispatched,delivered,145
ORD00004081,CUST0013701,2025-10-22T02:34,beauty,247.88,processing,tracking_exception,66
ORD00004082,CUST0097849,2025-05-23T21:35,sports,123.88,dispatched,delayed,223
ORD00004083,CUST0196615,2025-03-18T18:56,electronics,74.02,dispatched,delivered,299
ORD00004084,CUST0049575,2025-08-19T08:27,appliances,113.31,dispatched,tracking_exception,128
ORD00004085,CUST0003805,2025-08-31T01:09,sports,39.41,dispatched,delivered,132
ORD00004086,CUST0135357,2025-11-03T01:22,home,28.86,dispatched,delivered,67
ORD00004087,CUST0180193,2025-07-03T03:43,sports,146.03,dispatched,delivered,190
ORD00004088,CUST0159278,2025-04-27T13:51,beauty,87.64,dispatched,delivered,259
ORD00004089,CUST0030915,2025-12-26T03:20,fashion,55.22,dispatched,delivered,14
ORD00004090,CUST0044238,2025-03-12T20:17,sports,654.08,dispatched,delivered,305
ORD00004091,CUST0174807,2025-04-02T17:07,electronics,185.65,dispatched,delivered,284
ORD00004092,CUST0100837,2025-05-29T05:04,fashion,24.97,processing,tracking_exception,218
ORD00004093,CUST0020074,2025-02-24T02:19,sports,198.89,dispatched,delivered,319
ORD00004094,CUST0091811,2025-12-14T11:52,home,44.82,dispatched,delivered,26
ORD00004095,CUST0000421,2025-05-05T06:02,home,123.31,dispatched,delivered,248
ORD00004096,CUST0045998,2025-06-28T14:22,toys,46.07,dispatched,delivered,195
ORD00004097,CUST0148444,2025-08-29T13:39,toys,95.09,dispatched,delivered,133
ORD00004098,CUST0083707,2025-02-25T15:02,home,82.04,dispatched,delivered,320
ORD00004099,CUST0072003,2025-07-22T12:06,appliances,301.57,dispatched,delayed,164
ORD00004100,CUST0001727,2025-10-09T10:12,toys,30.64,dispatched,delivered,93
ORD00004101,CUST0059805,2025-10-15T07:34,appliances,156.22,dispatched,delivered,87
ORD00004102,CUST0090170,2025-07-29T04:52,electronics,178.5,dispatched,delivered,165
ORD00004103,CUST0146689,2025-06-21T09:16,fashion,34.25,processing,delivered,201
ORD00004104,CUST0027723,2025-05-23T19:22,sports,101.66,dispatched,delivered,233
ORD00004105,CUST0105675,2025-05-30T11:57,fashion,59.8,dispatched,delivered,225
ORD00004106,CUST0089979,2025-03-16T23:20,sports,370.14,dispatched,delayed,295
ORD00004107,CUST0095842,2025-03-16T22:02,fashion,118.7,dispatched,delivered,301
ORD00004108,CUST0192514,2025-02-16T01:13,electronics,171.33,dispatched,delivered,328
ORD00004109,CUST0014594,2025-01-03T19:59,electronics,90.15,dispatched,delivered,371
ORD00004110,CUST0102621,2025-03-13T13:05,electronics,17.51,dispatched,delivered,302
ORD00004111,CUST0107446,2025-08-30T00:37,toys,258.37,dispatched,delivered,134
ORD00004112,CUST0002211,2025-11-16T17:56,grocery,107.76,dispatched,delivered,55
ORD00004113,CUST0175111,2025-07-31T05:18,sports,103.85,dispatched,delivered,164
ORD00004114,CUST0097180,2025-12-27T12:57,appliances,119.09,processing,delivered,14
ORD00004115,CUST0080426,2025-04-26T01:41,home,143.96,dispatched,delayed,256
ORD00004116,CUST0179180,2025-12-10T10:48,sports,67.85,dispatched,delivered,29
ORD00004117,CUST0046314,2025-12-09T02:19,electronics,115.36,dispatched,delivered,33
ORD00004118,CUST0007173,2025-08-01T12:43,fashion,39.71,dispatched,delivered,161
ORD00004119,CUST0056731,2025-02-05T04:31,beauty,33.54,dispatched,delivered,340
ORD00004120,CUST0074208,2025-12-09T01:28,home,168.86,dispatched,delayed,25
ORD00004121,CUST0137154,2025-01-08T01:49,electronics,165.39,dispatched,delivered,367
ORD00004122,CUST0104736,2025-05-27T09:09,toys,69.0,dispatched,delivered,229
ORD00004123,CUST0038212,2025-07-27T11:20,electronics,118.83,dispatched,delayed,164
ORD00004124,CUST0150712,2025-10-15T13:32,grocery,51.86,dispatched,delayed,84
ORD00004125,CUST0113332,2025-03-06T00:44,beauty,61.5,processing,delivered,309
ORD00004126,CUST0160576,2025-05-01T00:02,toys,192.27,dispatched,delivered,253
ORD00004127,CUST0124198,2025-06-03T09:20,fashion,135.2,dispatched,delivered,222
ORD00004128,CUST0084260,2025-07-27T21:21,appliances,417.37,dispatched,delivered,167
ORD00004129,CUST0094433,2025-07-26T19:20,electronics,36.11,dispatched,delivered,168
ORD00004130,CUST0151909,2025-08-07T04:16,appliances,112.96,dispatched,delivered,156
ORD00004131,CUST0139671,2025-06-29T14:27,toys,10.22,dispatched,delivered,195
ORD00004132,CUST0121746,2025-12-25T03:18,electronics,175.49,dispatched,delivered,17
ORD00004133,CUST0119641,2025-08-06T02:33,beauty,70.94,dispatched,delivered,157
ORD00004134,CUST0141502,2025-12-09T09:49,appliances,93.49,dispatched,delivered,33
ORD00004135,CUST0036255,2025-11-24T00:37,toys,58.69,dispatched,delayed,40
ORD00004136,CUST0111353,2025-03-06T11:24,home,58.12,processing,delayed,305
ORD00004137,CUST0042388,2025-02-15T23:54,sports,48.5,dispatched,tracking_exception,313
ORD00004138,CUST0035142,2025-05-22T22:54,sports,142.29,dispatched,delivered,231
ORD00004139,CUST0048083,2025-05-07T02:02,fashion,163.35,dispatched,delivered,246
ORD00004140,CUST0044031,2025-07-28T05:32,beauty,28.9,dispatched,delayed,159
ORD00004141,CUST0112706,2025-03-04T05:38,sports,112.53,dispatched,delivered,310
ORD00004142,CUST0000292,2025-06-16T01:20,fashion,33.55,dispatched,delivered,207
ORD00004143,CUST0178983,2025-02-02T06:26,appliances,43.21,dispatched,delivered,340
ORD00004144,CUST0115145,2025-02-08T11:41,toys,170.96,dispatched,delivered,335
ORD00004145,CUST0004092,2025-07-20T12:25,home,271.39,dispatched,delivered,172
ORD00004146,CUST0045347,2025-12-15T09:00,sports,68.01,dispatched,delivered,26
ORD00004147,CUST0021647,2025-02-24T00:27,appliances,264.99,processing,delivered,321
ORD00004148,CUST0030947,2025-09-13T21:28,home,113.31,dispatched,delivered,118
ORD00004149,CUST0120793,2025-06-24T20:34,appliances,118.43,dispatched,delivered,201
ORD00004150,CUST0109867,2025-03-16T17:38,fashion,85.23,dispatched,delayed,293
ORD00004151,CUST0114551,2025-04-26T12:23,home,34.85,dispatched,delivered,257
ORD00004152,CUST0019253,2025-05-16T21:09,toys,120.46,dispatched,delivered,238
ORD00004153,CUST0022510,2025-05-02T04:08,fashion,59.54,dispatched,delivered,254
ORD00004154,CUST0062023,2025-03-12T01:27,beauty,87.98,dispatched,delayed,297
ORD00004155,CUST0067735,2025-07-20T16:06,electronics,50.83,dispatched,delivered,174
ORD00004156,CUST0084592,2025-08-11T14:20,home,243.22,dispatched,delivered,150
ORD00004157,CUST0119578,2025-02-28T00:35,home,440.59,dispatched,delivered,314
ORD00004158,CUST0066151,2025-01-26T13:25,beauty,586.82,processing,delivered,349
ORD00004159,CUST0087271,2025-10-26T14:36,home,244.08,dispatched,delivered,77
ORD00004160,CUST0029339,2025-06-16T05:20,electronics,159.97,dispatched,delivered,206
ORD00004161,CUST0015794,2025-07-21T00:17,beauty,62.4,dispatched,delivered,173
ORD00004162,CUST0105608,2025-02-23T17:51,electronics,193.63,dispatched,delivered,319
ORD00004163,CUST0079222,2025-08-31T15:13,toys,374.48,dispatched,delayed,128
ORD00004164,CUST0063607,2025-07-19T18:00,grocery,32.23,dispatched,delivered,174
ORD00004165,CUST0167802,2025-07-20T04:26,grocery,61.22,dispatched,delayed,168
ORD00004166,CUST0098253,2025-03-17T06:46,fashion,37.49,dispatched,delayed,294
ORD00004167,CUST0170789,2025-04-17T20:24,toys,46.57,dispatched,delayed,265
ORD00004168,CUST0056738,2025-10-09T00:10,home,73.91,dispatched,delivered,93
ORD00004169,CUST0021936,2025-11-12T05:35,sports,36.1,processing,delivered,60
ORD00004170,CUST0173469,2025-01-20T17:59,appliances,737.24,dispatched,delivered,354
ORD00004171,CUST0016370,2025-03-20T07:44,home,51.56,dispatched,delayed,287
ORD00004172,CUST0149298,2025-04-25T02:28,home,74.15,dispatched,delayed,253
ORD00004173,CUST0042900,2025-09-24T12:56,sports,114.88,dispatched,delayed,105
ORD00004174,CUST0068704,2025-04-09T05:51,home,39.01,dispatched,delivered,277
ORD00004175,CUST0097605,2025-11-22T22:08,electronics,160.35,dispatched,delivered,50
ORD00004176,CUST0144670,2025-04-08T04:02,grocery,72.82,dispatched,delivered,275
ORD00004177,CUST0058577,2025-12-13T13:19,fashion,188.85,dispatched,delivered,29
ORD00004178,CUST0057439,2025-09-12T05:33,grocery,21.33,dispatched,delayed,113
ORD00004179,CUST0087385,2025-07-24T21:27,electronics,170.31,dispatched,delivered,169
ORD00004180,CUST0152797,2025-03-03T04:46,home,314.4,processing,delivered,314
ORD00004181,CUST0034215,2025-01-20T10:21,electronics,211.35,dispatched,delivered,354
ORD00004182,CUST0183898,2025-04-23T13:15,beauty,165.62,dispatched,delivered,263
ORD00004183,CUST0136113,2025-12-30T10:45,home,213.03,dispatched,delivered,10
ORD00004184,CUST0140877,2025-11-23T06:08,fashion,26.3,dispatched,delivered,47
ORD00004185,CUST0194881,2025-11-01T17:46,appliances,448.27,dispatched,delivered,70
ORD00004186,CUST0076180,2025-12-03T06:38,appliances,155.58,dispatched,delivered,39
ORD00004187,CUST0000205,2025-11-19T15:53,fashion,111.27,dispatched,delivered,51
ORD00004188,CUST0095511,2025-06-06T04:41,fashion,47.53,dispatched,delivered,218
ORD00004189,CUST0003035,2025-09-06T21:59,sports,313.01,dispatched,delivered,125
ORD00004190,CUST0133196,2025-07-14T09:26,beauty,157.21,dispatched,delivered,180
ORD00004191,CUST0128762,2025-04-14T06:38,fashion,75.96,processing,delivered,271
ORD00004192,CUST0006893,2025-02-12T15:26,fashion,154.29,dispatched,delivered,332
ORD00004193,CUST0065107,2025-10-12T13:05,grocery,92.71,dispatched,delivered,90
ORD00004194,CUST0043939,2025-02-10T08:43,fashion,169.98,dispatched,delivered,333
ORD00004195,CUST0184974,2025-04-24T20:42,home,252.23,dispatched,delivered,261
ORD00004196,CUST0164302,2025-08-29T06:22,home,60.11,dispatched,delivered,135
ORD00004197,CUST0019722,2025-10-10T18:53,sports,390.12,dispatched,delivered,93
ORD00004198,CUST0179847,2025-10-03T19:30,fashion,68.75,dispatched,delivered,99
ORD00004199,CUST0114401,2025-03-12T17:42,toys,15.91,dispatched,delivered,305
ORD00004200,CUST0009312,2025-05-29T12:28,sports,543.95,dispatched,delivered,226
ORD00004201,CUST0119626,2025-10-28T03:46,toys,95.87,dispatched,delivered,75
ORD00004202,CUST0056062,2025-07-04T02:03,electronics,238.48,processing,delivered,189
ORD00004203,CUST0169340,2025-05-14T23:52,home,63.6,dispatched,delivered,241
ORD00004204,CUST0140206,2025-03-12T23:05,sports,17.58,dispatched,delivered,304
ORD00004205,CUST0023034,2025-12-08T15:23,fashion,47.66,dispatched,delivered,33
ORD00004206,CUST0140903,2025-03-06T19:32,sports,90.79,dispatched,delayed,307
ORD00004207,CUST0025404,2025-09-20T01:31,fashion,116.59,dispatched,delivered,112
ORD00004208,CUST0140857,2025-10-17T12:49,home,91.68,dispatched,delivered,85
ORD00004209,CUST0165588,2025-08-29T19:20,sports,153.46,dispatched,delivered,132
ORD00004210,CUST0008254,2025-12-12T09:06,fashion,111.95,dispatched,delivered,29
ORD00004211,CUST0055867,2025-02-02T22:24,fashion,65.46,dispatched,delivered,343
ORD00004212,CUST0007529,2025-01-09T12:59,fashion,60.42,dispatched,delivered,366
ORD00004213,CUST0073501,2025-07-04T23:44,grocery,36.97,processing,delivered,191
ORD00004214,CUST0129602,2025-12-16T11:02,home,215.76,dispatched,delivered,24
ORD00004215,CUST0078777,2025-09-01T05:50,electronics,75.28,dispatched,delivered,131
ORD00004216,CUST0042721,2025-03-15T11:01,grocery,294.2,dispatched,delivered,300
ORD00004217,CUST0136528,2025-12-12T09:28,grocery,67.37,dispatched,delayed,23
ORD00004218,CUST0070055,2025-07-14T00:41,electronics,315.86,dispatched,delivered,179
ORD00004219,CUST0076064,2025-03-30T16:24,sports,100.95,dispatched,delivered,287
ORD00004220,CUST0192551,2025-11-11T06:59,fashion,118.64,dispatched,delivered,60
ORD00004221,CUST0082115,2025-08-25T12:46,electronics,35.67,dispatched,delivered,138
ORD00004222,CUST0019654,2025-12-31T16:46,beauty,92.49,dispatched,delivered,10
ORD00004223,CUST0197749,2025-07-21T04:34,electronics,120.08,dispatched,delivered,174
ORD00004224,CUST0064888,2025-10-06T17:24,appliances,240.56,processing,delayed,90
ORD00004225,CUST0009719,2025-02-11T11:29,home,75.11,dispatched,delivered,334
ORD00004226,CUST0104358,2025-03-11T09:38,home,26.4,dispatched,delayed,300
ORD00004227,CUST0110712,2025-10-17T15:38,appliances,1522.77,dispatched,delivered,83
ORD00004228,CUST0007398,2025-03-31T21:37,fashion,52.24,dispatched,delayed,279
ORD00004229,CUST0193049,2025-02-25T10:32,electronics,196.82,dispatched,delayed,313
ORD00004230,CUST0148104,2025-09-26T17:14,fashion,34.25,dispatched,delivered,106
ORD00004231,CUST0080012,2025-01-11T18:08,electronics,258.41,dispatched,delivered,365
ORD00004232,CUST0065153,2025-10-19T10:10,home,206.11,dispatched,delivered,83
ORD00004233,CUST0134190,2025-08-05T08:55,electronics,227.74,dispatched,delayed,149
ORD00004234,CUST0052307,2025-01-20T06:38,grocery,40.69,dispatched,delivered,354
ORD00004235,CUST0101094,2025-05-30T15:25,electronics,275.53,processing,delayed,218
ORD00004236,CUST0017566,2025-05-19T03:44,sports,291.48,dispatched,delivered,236
ORD00004237,CUST0079357,2025-03-30T14:46,electronics,384.06,dispatched,delivered,286
ORD00004238,CUST0000009,2025-09-03T19:36,fashion,252.11,dispatched,delivered,130
ORD00004239,CUST0162528,2025-12-09T10:08,electronics,386.03,dispatched,delayed,27
ORD00004240,CUST0020141,2025-05-07T16:44,grocery,96.14,dispatched,delayed,244
ORD00004241,CUST0189094,2025-03-12T18:49,toys,22.49,dispatched,delivered,303
ORD00004242,CUST0054983,2025-09-25T12:00,sports,86.28,dispatched,delivered,105
ORD00004243,CUST0023029,2025-09-13T04:17,appliances,354.78,dispatched,delivered,120
ORD00004244,CUST0124505,2025-12-06T11:11,grocery,77.2,dispatched,delayed,32
ORD00004245,CUST0177408,2025-08-05T16:59,sports,151.97,dispatched,delayed,151
ORD00004246,CUST0160461,2025-11-25T03:28,fashion,12.18,processing,delivered,44
ORD00004247,CUST0067596,2025-10-07T09:26,fashion,110.19,dispatched,delivered,95
ORD00004248,CUST0111074,2025-02-17T08:07,electronics,375.87,dispatched,delivered,326
ORD00004249,CUST0059941,2025-06-11T02:45,toys,74.48,dispatched,delayed,206
ORD00004250,CUST0108682,2025-08-28T02:18,grocery,20.64,dispatched,delivered,136
ORD00004251,CUST0067503,2025-12-03T09:01,electronics,145.65,dispatched,delivered,38
ORD00004252,CUST0199715,2025-04-12T15:03,home,145.92,dispatched,delivered,273
ORD00004253,CUST0148967,2025-12-18T14:46,electronics,106.03,dispatched,delivered,22
ORD00004254,CUST0096377,2025-04-21T09:51,home,46.19,dispatched,delivered,265
ORD00004255,CUST0191322,2025-03-31T07:53,electronics,263.64,dispatched,delivered,285
ORD00004256,CUST0197618,2025-11-13T17:32,electronics,263.73,dispatched,delivered,59
ORD00004257,CUST0047534,2025-01-22T19:26,electronics,288.52,processing,delivered,354
ORD00004258,CUST0080709,2025-12-21T07:43,home,63.39,dispatched,delivered,21
ORD00004259,CUST0161480,2025-08-25T05:49,beauty,71.38,dispatched,delivered,139
ORD00004260,CUST0032016,2025-11-21T13:37,electronics,255.06,dispatched,delivered,49
ORD00004261,CUST0168130,2025-08-03T14:14,grocery,23.62,dispatched,delivered,158
ORD00004262,CUST0014592,2025-02-19T22:08,appliances,258.59,dispatched,delivered,326
ORD00004263,CUST0020314,2025-08-30T04:52,electronics,268.61,dispatched,delivered,134
ORD00004264,CUST0105584,2025-10-31T00:19,home,82.04,dispatched,delivered,72
ORD00004265,CUST0153039,2025-09-21T23:02,sports,100.95,dispatched,delivered,111
ORD00004266,CUST0042201,2025-07-29T08:33,fashion,155.49,dispatched,delivered,165
ORD00004267,CUST0015131,2025-06-13T05:42,grocery,36.26,dispatched,delivered,212
ORD00004268,CUST0136515,2025-11-18T18:00,electronics,177.75,processing,delivered,52
ORD00004269,CUST0140331,2025-05-01T11:27,appliances,199.68,dispatched,delayed,251
ORD00004270,CUST0144888,2025-10-17T20:06,electronics,135.03,dispatched,delivered,86
ORD00004271,CUST0071965,2025-02-04T09:09,fashion,90.44,dispatched,delivered,340
ORD00004272,CUST0071639,2025-01-03T19:33,beauty,290.79,dispatched,delivered,371
ORD00004273,CUST0055164,2025-07-11T15:23,beauty,168.59,dispatched,delivered,183
ORD00004274,CUST0035071,2025-06-16T14:06,home,140.73,dispatched,delivered,207
ORD00004275,CUST0034923,2025-10-22T08:20,sports,275.69,dispatched,delivered,81
ORD00004276,CUST0133063,2025-10-03T21:13,home,196.67,dispatched,delivered,100
ORD00004277,CUST0053321,2025-10-24T02:09,fashion,18.76,dispatched,delivered,78
ORD00004278,CUST0017132,2025-12-05T02:50,toys,48.25,dispatched,delivered,37
ORD00004279,CUST0096341,2025-04-22T15:45,electronics,104.5,processing,delivered,264
ORD00004280,CUST0188197,2025-03-29T18:39,beauty,159.75,dispatched,delivered,288
ORD00004281,CUST0192908,2025-09-02T01:11,electronics,162.09,dispatched,delivered,129
ORD00004282,CUST0182092,2025-05-07T10:06,home,62.2,dispatched,tracking_exception,237
ORD00004283,CUST0171445,2025-05-19T08:10,home,425.11,dispatched,delayed,228
ORD00004284,CUST0091229,2025-07-26T10:15,home,23.78,dispatched,delivered,167
ORD00004285,CUST0050101,2025-09-09T16:18,home,60.89,dispatched,delivered,123
ORD00004286,CUST0188301,2025-11-21T20:07,home,152.24,dispatched,delivered,50
ORD00004287,CUST0063123,2025-05-07T08:53,grocery,58.09,dispatched,delivered,248
ORD00004288,CUST0111400,2025-10-27T08:02,electronics,100.26,dispatched,delivered,75
ORD00004289,CUST0005362,2025-06-16T15:32,grocery,82.01,dispatched,delivered,207
ORD00004290,CUST0169669,2025-09-25T00:13,electronics,85.53,processing,delivered,106
ORD00004291,CUST0047606,2025-05-13T01:36,electronics,324.71,dispatched,delivered,242
ORD00004292,CUST0007432,2025-07-10T09:47,electronics,203.83,dispatched,tracking_exception,171
ORD00004293,CUST0090395,2025-05-19T08:36,fashion,52.53,dispatched,delivered,236
ORD00004294,CUST0085798,2025-09-11T22:03,home,141.72,dispatched,delivered,121
ORD00004295,CUST0042806,2025-04-20T03:04,beauty,188.12,dispatched,delayed,262
ORD00004296,CUST0158947,2025-03-18T00:30,sports,120.99,dispatched,delivered,299
ORD00004297,CUST0110551,2025-07-10T05:22,home,57.03,dispatched,delivered,185
ORD00004298,CUST0115371,2025-02-03T17:47,electronics,77.77,dispatched,delayed,334
ORD00004299,CUST0062880,2025-12-09T16:19,electronics,136.81,dispatched,delivered,30
ORD00004300,CUST0184061,2025-03-02T12:05,beauty,26.63,dispatched,delivered,314
ORD00004301,CUST0118309,2025-06-03T03:27,sports,36.79,processing,delivered,222
ORD00004302,CUST0102279,2025-07-04T11:36,fashion,32.68,dispatched,delivered,190
ORD00004303,CUST0019178,2025-08-18T19:48,sports,188.15,dispatched,delivered,145
ORD00004304,CUST0188085,2025-09-20T05:37,electronics,106.83,dispatched,delivered,112
ORD00004305,CUST0026255,2025-10-26T01:42,appliances,667.9,dispatched,delivered,74
ORD00004306,CUST0139265,2025-08-01T17:56,fashion,35.68,dispatched,delayed,158
ORD00004307,CUST0019828,2025-04-18T11:30,fashion,86.99,dispatched,delivered,265
ORD00004308,CUST0024938,2025-04-01T14:03,toys,164.9,dispatched,delivered,284
ORD00004309,CUST0188618,2025-06-29T08:57,sports,114.97,dispatched,delivered,196
ORD00004310,CUST0161204,2025-08-12T02:12,fashion,21.33,dispatched,delayed,141
ORD00004311,CUST0086459,2025-11-16T10:09,beauty,56.33,dispatched,tracking_exception,37
ORD00004312,CUST0113671,2025-04-03T01:00,appliances,272.15,processing,delivered,283
ORD00004313,CUST0096425,2025-01-19T03:21,fashion,112.07,dispatched,delayed,349
ORD00004314,CUST0045504,2025-04-19T05:22,sports,207.96,dispatched,delayed,257
