order_id,return_requested,item_condition,return_status,return_eligible,proposed_refund
ORD00003318,0,normal,not_requested,0,100.0
ORD00003319,1,normal,requested,0,28.35
ORD00003320,0,normal,not_requested,0,100.0
ORD00003321,1,wrong_item,requested,0,75.84
ORD00003322,0,normal,not_requested,0,62.35
ORD00003323,0,damaged_item,not_requested,0,100.0
ORD00003324,0,normal,not_requested,0,79.62
ORD00003325,0,normal,not_requested,0,100.0
ORD00003326,0,normal,not_requested,0,53.48
ORD00003327,0,normal,not_requested,0,92.44
ORD00003328,0,wrong_item,not_requested,0,60.29
ORD00003329,0,normal,not_requested,0,95.52
ORD00003330,1,normal,requested,1,71.6
ORD00003331,0,normal,not_requested,0,96.87
ORD00003332,0,normal,not_requested,0,88.37
ORD00003333,1,normal,requested,0,143.89
ORD00003334,1,normal,requested,0,79.93
ORD00003335,1,normal,requested,0,24.88
ORD00003336,0,normal,not_requested,0,32.81
ORD00003337,0,normal,not_requested,0,94.96
ORD00003338,0,normal,not_requested,0,100.0
ORD00003339,0,normal,not_requested,0,100.0
ORD00003340,0,normal,not_requested,0,44.29
ORD00003341,0,normal,not_requested,0,25.01
ORD00003342,0,normal,not_requested,0,100.0
ORD00003343,0,normal,not_requested,0,100.0
ORD00003344,0,normal,not_requested,0,85.98
ORD00003345,0,wrong_item,not_requested,0,95.71
ORD00003346,1,damaged_item,requested,0,65.84
ORD00003347,0,normal,not_requested,0,64.7
ORD00003348,1,normal,requested,0,556.76
ORD00003349,0,normal,not_requested,0,51.79
ORD00003350,0,normal,not_requested,0,100.0
ORD00003351,1,wrong_item,requested,0,536.47
ORD00003352,0,normal,not_requested,0,100.0
ORD00003353,1,normal,requested,0,98.77
ORD00003354,1,damaged_item,requested,0,46.57
ORD00003355,1,damaged_item,requested,0,43.5
ORD00003356,1,normal,requested,0,23.65
ORD00003357,0,normal,not_requested,0,100.0
ORD00003358,0,normal,not_requested,0,100.0
ORD00003359,0,normal,not_requested,0,100.0
ORD00003360,1,damaged_item,requested,0,57.84
ORD00003361,0,normal,not_requested,0,47.11
ORD00003362,1,damaged_item,requested,1,22.24
ORD00003363,0,damaged_item,not_requested,0,49.94
ORD00003364,1,normal,requested,0,52.48
ORD00003365,1,normal,requested,0,105.15
ORD00003366,1,normal,requested,0,194.18
ORD00003367,0,normal,not_requested,0,100.0
ORD00003368,0,normal,not_requested,0,100.0
ORD00003369,0,normal,not_requested,0,100.0
ORD00003370,0,normal,not_requested,0,50.88
ORD00003371,0,normal,not_requested,0,100.0
ORD00003372,0,normal,not_requested,0,100.0
ORD00003373,1,damaged_item,requested,0,105.52
ORD00003374,0,normal,not_requested,0,66.25
ORD00003375,1,damaged_item,requested,0,9.27
ORD00003376,0,normal,not_requested,0,10.14
ORD00003377,0,normal,not_requested,0,100.0
ORD00003378,0,normal,not_requested,0,36.21
ORD00003379,0,normal,not_requested,0,46.73
ORD00003380,0,normal,not_requested,0,100.0
ORD00003381,0,damaged_item,not_requested,0,100.0
ORD00003382,1,normal,requested,0,38.62
ORD00003383,0,wrong_item,not_requested,0,75.3
ORD00003384,0,normal,not_requested,0,56.1
ORD00003385,0,normal,not_requested,0,78.74
ORD00003386,1,normal,requested,0,260.58
ORD00003387,0,normal,not_requested,0,28.42
ORD00003388,0,normal,not_requested,0,100.0
ORD00003389,0,normal,not_requested,0,100.0
ORD00003390,1,normal,requested,0,180.28
ORD00003391,0,normal,not_requested,0,100.0
ORD00003392,0,normal,not_requested,0,100.0
ORD00003393,0,normal,not_requested,0,40.85
ORD00003394,0,normal,not_requested,1,100.0
ORD00003395,1,normal,requested,0,293.32
ORD00003396,1,normal,requested,0,210.08
ORD00003397,1,wrong_item,requested,0,114.17
ORD00003398,0,normal,not_requested,0,53.88
ORD00003399,0,wrong_item,not_requested,0,74.14
ORD00003400,0,normal,not_requested,0,100.0
ORD00003401,0,normal,not_requested,0,100.0
ORD00003402,0,normal,not_requested,0,100.0
ORD00003403,0,normal,not_requested,1,87.8
ORD00003404,0,normal,not_requested,0,100.0
ORD00003405,0,normal,not_requested,0,100.0
ORD00003406,0,normal,not_requested,0,63.25
ORD00003407,0,normal,not_requested,0,100.0
ORD00003408,1,damaged_item,requested,1,158.94
ORD00003409,0,normal,not_requested,0,100.0
ORD00003410,1,wrong_item,requested,0,77.68
ORD00003411,0,normal,not_requested,0,100.0
ORD00003412,1,normal,requested,0,164.03
ORD00003413,0,normal,not_requested,0,40.4
ORD00003414,0,normal,not_requested,0,94.44
ORD00003415,1,normal,requested,0,150.76
ORD00003416,0,normal,not_requested,0,69.28
ORD00003417,1,normal,requested,0,56.45
ORD00003418,1,normal,requested,0,100.82
ORD00003419,1,normal,requested,0,38.23
ORD00003420,0,normal,not_requested,0,100.0
ORD00003421,1,wrong_item,requested,0,52.6
ORD00003422,0,normal,not_requested,0,100.0
ORD00003423,0,normal,not_requested,0,100.0
ORD00003424,1,normal,requested,0,83.1
ORD00003425,1,normal,requested,0,101.16
ORD00003426,0,normal,not_requested,0,100.0
ORD00003427,0,normal,not_requested,0,100.0
ORD00003428,0,normal,not_requested,0,88.21
ORD00003429,0,normal,not_requested,0,22.98
ORD00003430,0,normal,not_requested,0,100.0
ORD00003431,0,normal,not_requested,0,100.0
ORD00003432,0,normal,not_requested,0,100.0
ORD00003433,0,normal,not_requested,0,18.52
ORD00003434,0,normal,not_requested,1,52.05
ORD00003435,0,normal,not_requested,0,53.12
ORD00003436,0,wrong_item,not_requested,0,38.03
ORD00003437,1,normal,requested,0,428.78
ORD00003438,0,normal,not_requested,0,40.66
ORD00003439,1,damaged_item,requested,0,88.09
ORD00003440,1,normal,requested,1,355.33
ORD00003441,0,normal,not_requested,0,68.78
ORD00003442,1,normal,requested,0,151.63
ORD00003443,0,normal,not_requested,0,100.0
ORD00003444,0,normal,not_requested,0,86.63
ORD00003445,0,normal,not_requested,0,100.0
ORD00003446,0,normal,not_requested,0,100.0
ORD00003447,1,wrong_item,requested,0,83.69
ORD00003448,1,normal,requested,0,322.02
ORD00003449,0,wrong_item,not_requested,0,48.5
ORD00003450,0,normal,not_requested,0,100.0
ORD00003451,1,wrong_item,requested,1,75.49
ORD00003452,0,normal,not_requested,0,100.0
ORD00003453,1,normal,requested,0,30.25
ORD00003454,0,damaged_item,not_requested,0,82.01
ORD00003455,0,normal,not_requested,0,71.5
ORD00003456,0,normal,not_requested,0,100.0
ORD00003457,1,damaged_item,requested,0,45.09
ORD00003458,0,normal,not_requested,0,90.47
ORD00003459,1,normal,requested,0,505.23
ORD00003460,1,normal,requested,0,49.04
ORD00003461,0,normal,not_requested,0,38.38
ORD00003462,1,damaged_item,requested,0,57.2
ORD00003463,1,normal,requested,0,138.04
ORD00003464,0,normal,not_requested,0,72.43
ORD00003465,0,normal,not_requested,0,100.0
ORD00003466,0,damaged_item,not_requested,0,84.52
ORD00003467,0,normal,not_requested,0,100.0
ORD00003468,0,normal,not_requested,0,100.0
ORD00003469,0,normal,not_requested,0,100.0
ORD00003470,1,damaged_item,requested,0,118.41
ORD00003471,1,damaged_item,requested,0,15.22
ORD00003472,0,normal,not_requested,1,97.13
ORD00003473,0,normal,not_requested,0,72.07
ORD00003474,0,normal,not_requested,0,100.0
ORD00003475,0,normal,not_requested,0,100.0
ORD00003476,1,damaged_item,requested,0,14.75
ORD00003477,1,wrong_item,requested,0,241.36
ORD00003478,0,normal,not_requested,0,100.0
ORD00003479,0,normal,not_requested,0,100.0
ORD00003480,0,normal,not_requested,0,100.0
ORD00003481,0,normal,not_requested,0,100.0
ORD00003482,0,normal,not_requested,0,82.85
ORD00003483,1,normal,requested,0,167.71
ORD00003484,0,wrong_item,not_requested,0,100.0
ORD00003485,1,damaged_item,requested,0,135.0
ORD00003486,1,normal,requested,0,162.47
ORD00003487,0,normal,not_requested,0,100.0
ORD00003488,0,normal,not_requested,1,17.52
ORD00003489,1,damaged_item,requested,0,76.35
ORD00003490,0,normal,not_requested,0,100.0
ORD00003491,1,normal,requested,0,31.75
ORD00003492,1,damaged_item,requested,0,81.31
ORD00003493,1,normal,requested,0,267.62
ORD00003494,0,normal,not_requested,0,100.0
ORD00003495,1,damaged_item,requested,0,74.33
ORD00003496,0,normal,not_requested,0,28.5
ORD00003497,0,normal,not_requested,1,100.0
ORD00003498,0,normal,not_requested,0,100.0
ORD00003499,0,normal,not_requested,0,100.0
ORD00003500,0,normal,not_requested,0,100.0
ORD00003501,0,normal,not_requested,0,100.0
ORD00003502,0,normal,not_requested,1,100.0
ORD00003503,0,damaged_item,not_requested,0,62.32
ORD00003504,1,normal,requested,0,26.4
ORD00003505,0,normal,not_requested,0,58.54
ORD00003506,1,wrong_item,requested,0,62.25
ORD00003507,0,normal,not_requested,0,100.0
ORD00003508,1,wrong_item,requested,0,43.76
ORD00003509,0,normal,not_requested,0,83.38
ORD00003510,1,wrong_item,requested,0,126.18
ORD00003511,1,normal,requested,0,278.95
ORD00003512,1,normal,requested,0,119.57
ORD00003513,0,normal,not_requested,0,15.65
ORD00003514,1,normal,requested,0,52.63
ORD00003515,0,wrong_item,not_requested,0,90.94
ORD00003516,0,wrong_item,not_requested,0,100.0
ORD00003517,0,normal,not_requested,0,67.38
ORD00003518,0,normal,not_requested,0,100.0
ORD00003519,0,normal,not_requested,0,43.55
ORD00003520,1,damaged_item,requested,0,66.17
ORD00003521,0,normal,not_requested,0,66.33
ORD00003522,0,normal,not_requested,0,28.19
ORD00003523,1,wrong_item,requested,0,21.87
ORD00003524,0,normal,not_requested,0,100.0
ORD00003525,0,normal,not_requested,0,100.0
ORD00003526,0,normal,not_requested,0,46.86
ORD00003527,0,normal,not_requested,0,100.0
ORD00003528,0,normal,not_requested,0,100.0
ORD00003529,1,normal,requested,0,39.36
ORD00003530,0,wrong_item,not_requested,0,100.0
ORD00003531,0,normal,not_requested,0,45.18
ORD00003532,0,normal,not_requested,0,58.39
ORD00003533,0,normal,not_requested,0,62.61
ORD00003534,1,damaged_item,requested,0,275.38
ORD00003535,1,damaged_item,requested,0,170.17
ORD00003536,0,normal,not_requested,0,27.72
ORD00003537,0,normal,not_requested,0,100.0
ORD00003538,1,normal,requested,0,28.66
ORD00003539,1,normal,requested,0,41.35
ORD00003540,1,normal,requested,0,61.4
ORD00003541,0,normal,not_requested,0,100.0
ORD00003542,1,wrong_item,requested,0,254.35
ORD00003543,0,normal,not_requested,0,48.66
ORD00003544,0,damaged_item,not_requested,0,36.03
ORD00003545,0,normal,not_requested,0,100.0
ORD00003546,1,damaged_item,requested,0,16.75
ORD00003547,0,wrong_item,not_requested,1,100.0
ORD00003548,0,normal,not_requested,0,59.13
ORD00003549,1,normal,requested,0,114.1
ORD00003550,0,normal,not_requested,0,43.04
ORD00003551,1,damaged_item,requested,0,28.73
ORD00003552,0,normal,not_requested,0,35.96
ORD00003553,1,normal,requested,1,29.57
ORD00003554,0,damaged_item,not_requested,0,38.62
ORD00003555,1,normal,requested,0,235.7
ORD00003556,1,normal,requested,0,17.65
ORD00003557,1,normal,requested,1,688.27
ORD00003558,1,normal,requested,0,190.12
ORD00003559,0,normal,not_requested,0,89.12
ORD00003560,0,normal,not_requested,0,62.88
ORD00003561,0,normal,not_requested,0,39.91
ORD00003562,1,normal,requested,0,60.11
ORD00003563,0,normal,not_requested,0,100.0
ORD00003564,0,normal,not_requested,0,100.0
ORD00003565,0,normal,not_requested,0,100.0
ORD00003566,0,normal,not_requested,0,68.85
ORD00003567,1,damaged_item,requested,0,133.6
ORD00003568,0,normal,not_requested,0,20.11
ORD00003569,1,damaged_item,requested,0,95.87
ORD00003570,0,wrong_item,not_requested,0,31.04
ORD00003571,0,normal,not_requested,0,100.0
ORD00003572,0,normal,not_requested,0,74.47
ORD00003573,0,normal,not_requested,0,11.17
ORD00003574,1,normal,requested,0,207.11
ORD00003575,1,wrong_item,requested,0,199.88
ORD00003576,1,normal,requested,0,173.25
ORD00003577,1,wrong_item,requested,0,40.69
ORD00003578,0,normal,not_requested,0,90.57
ORD00003579,0,normal,not_requested,0,100.0
ORD00003580,1,normal,requested,0,84.35
ORD00003581,1,wrong_item,requested,0,14.18
ORD00003582,0,normal,not_requested,0,28.29
ORD00003583,0,normal,not_requested,0,27.34
ORD00003584,0,normal,not_requested,0,100.0
ORD00003585,1,normal,requested,0,175.13
ORD00003586,1,damaged_item,requested,0,276.95
ORD00003587,1,normal,requested,0,22.5
ORD00003588,1,wrong_item,requested,0,80.63
ORD00003589,0,normal,not_requested,0,92.95
ORD00003590,0,normal,not_requested,0,20.75
ORD00003591,0,normal,not_requested,0,100.0
ORD00003592,1,wrong_item,requested,0,251.19
ORD00003593,1,damaged_item,requested,0,151.24
ORD00003594,1,wrong_item,requested,0,71.01
ORD00003595,1,normal,requested,0,97.2
ORD00003596,0,normal,not_requested,0,88.17
ORD00003597,0,normal,not_requested,0,79.5
ORD00003598,0,wrong_item,not_requested,0,100.0
ORD00003599,0,normal,not_requested,0,100.0
ORD00003600,1,wrong_item,requested,0,125.09
ORD00003601,0,normal,not_requested,0,56.9
ORD00003602,1,normal,requested,0,337.71
ORD00003603,1,normal,requested,0,90.89
ORD00003604,1,normal,requested,0,88.33
ORD00003605,0,normal,not_requested,0,100.0
ORD00003606,0,normal,not_requested,0,100.0
ORD00003607,1,normal,requested,0,150.96
ORD00003608,1,normal,requested,0,84.58
ORD00003609,0,normal,not_requested,0,94.57
ORD00003610,0,normal,not_requested,0,100.0
ORD00003611,0,normal,not_requested,0,100.0
ORD00003612,0,normal,not_requested,0,7.21
ORD00003613,0,damaged_item,not_requested,0,100.0
ORD00003614,1,wrong_item,requested,0,106.4
ORD00003615,1,normal,requested,0,387.51
ORD00003616,0,normal,not_requested,0,100.0
ORD00003617,1,normal,requested,0,39.65
ORD00003618,1,damaged_item,requested,0,241.69
ORD00003619,1,wrong_item,requested,0,51.3
ORD00003620,1,damaged_item,requested,0,23.1
ORD00003621,0,normal,not_requested,1,85.5
ORD00003622,0,normal,not_requested,0,100.0
ORD00003623,0,normal,not_requested,0,26.98
ORD00003624,0,normal,not_requested,0,100.0
ORD00003625,0,normal,not_requested,0,100.0
ORD00003626,0,normal,not_requested,0,21.55
ORD00003627,0,normal,not_requested,0,25.07
ORD00003628,0,normal,not_requested,0,66.33
ORD00003629,1,normal,requested,0,69.83
ORD00003630,1,damaged_item,requested,0,124.55
ORD00003631,1,damaged_item,requested,0,222.13
ORD00003632,1,normal,requested,0,33.85
ORD00003633,1,normal,requested,0,34.49
ORD00003634,0,normal,not_requested,0,100.0
ORD00003635,1,normal,requested,0,52.77
ORD00003636,0,normal,not_requested,0,100.0
ORD00003637,1,normal,requested,0,45.55
ORD00003638,0,normal,not_requested,0,45.8
ORD00003639,0,normal,not_requested,0,100.0
ORD00003640,0,normal,not_requested,0,100.0
ORD00003641,0,normal,not_requested,0,62.07
ORD00003642,0,normal,not_requested,0,89.43
ORD00003643,1,wrong_item,requested,0,486.16
ORD00003644,1,damaged_item,requested,0,83.56
ORD00003645,0,normal,not_requested,0,31.84
ORD00003646,1,wrong_item,requested,0,79.91
ORD00003647,0,wrong_item,not_requested,0,100.0
ORD00003648,0,wrong_item,not_requested,0,64.96
ORD00003649,1,wrong_item,requested,0,84.6
ORD00003650,0,normal,not_requested,0,77.22
ORD00003651,0,normal,not_requested,0,100.0
ORD00003652,0,normal,not_requested,0,39.9
ORD00003653,0,normal,not_requested,0,75.59
ORD00003654,0,normal,not_requested,0,87.48
ORD00003655,1,normal,requested,0,62.2
ORD00003656,0,normal,not_requested,0,100.0
ORD00003657,0,normal,not_requested,0,95.83
ORD00003658,0,normal,not_requested,0,44.16
ORD00003659,0,normal,not_requested,0,100.0
ORD00003660,0,damaged_item,not_requested,0,41.21
ORD00003661,0,normal,not_requested,0,100.0
ORD00003662,0,normal,not_requested,0,48.34
ORD00003663,0,wrong_item,not_requested,0,85.56
ORD00003664,0,normal,not_requested,0,100.0
ORD00003665,1,wrong_item,requested,0,94.01
ORD00003666,0,normal,not_requested,0,91.26
ORD00003667,1,normal,requested,0,25.33
ORD00003668,0,normal,not_requested,0,100.0
ORD00003669,0,normal,not_requested,0,45.13
ORD00003670,0,damaged_item,not_requested,0,100.0
ORD00003671,0,wrong_item,not_requested,0,100.0
ORD00003672,1,normal,requested,1,53.21
ORD00003673,0,normal,not_requested,0,100.0
ORD00003674,0,wrong_item,not_requested,0,76.27
ORD00003675,1,normal,requested,0,51.97
ORD00003676,0,normal,not_requested,0,51.36
ORD00003677,0,wrong_item,not_requested,0,19.45
ORD00003678,0,normal,not_requested,0,100.0
ORD00003679,0,normal,not_requested,0,100.0
ORD00003680,1,normal,requested,0,77.35
ORD00003681,0,normal,not_requested,0,100.0
ORD00003682,1,damaged_item,requested,0,48.23
ORD00003683,0,normal,not_requested,0,37.87
ORD00003684,0,normal,not_requested,0,100.0
ORD00003685,0,normal,not_requested,0,100.0
ORD00003686,0,normal,not_requested,0,100.0
ORD00003687,0,normal,not_requested,0,100.0
ORD00003688,1,wrong_item,requested,1,27.25
ORD00003689,0,damaged_item,not_requested,0,100.0
ORD00003690,0,normal,not_requested,0,48.31
ORD00003691,0,normal,not_requested,0,66.1
ORD00003692,0,normal,not_requested,0,73.66
ORD00003693,1,normal,requested,0,165.95
ORD00003694,1,normal,requested,0,15.01
ORD00003695,0,normal,not_requested,0,100.0
ORD00003696,0,normal,not_requested,0,100.0
ORD00003697,0,normal,not_requested,0,100.0
ORD00003698,0,normal,not_requested,0,100.0
ORD00003699,1,wrong_item,requested,0,91.04
ORD00003700,1,normal,requested,0,178.67
ORD00003701,0,normal,not_requested,0,100.0
ORD00003702,0,normal,not_requested,0,100.0
ORD00003703,1,normal,requested,0,49.22
ORD00003704,0,normal,not_requested,0,100.0
ORD00003705,0,damaged_item,not_requested,0,36.54
ORD00003706,1,damaged_item,requested,0,67.88
ORD00003707,1,wrong_item,requested,1,63.73
ORD00003708,0,normal,not_requested,0,100.0
ORD00003709,0,normal,not_requested,0,83.64
ORD00003710,1,damaged_item,requested,0,87.3
ORD00003711,0,damaged_item,not_requested,0,100.0
ORD00003712,0,normal,not_requested,0,100.0
ORD00003713,0,normal,not_requested,0,100.0
ORD00003714,0,damaged_item,not_requested,0,100.0
ORD00003715,0,normal,not_requested,0,100.0
ORD00003716,0,wrong_item,not_requested,0,100.0
ORD00003717,0,normal,not_requested,0,100.0
ORD00003718,0,normal,not_requested,0,29.92
ORD00003719,0,normal,not_requested,1,71.56
ORD00003720,0,normal,not_requested,0,65.15
ORD00003721,0,normal,not_requested,0,100.0
ORD00003722,1,normal,requested,0,51.12
ORD00003723,0,normal,not_requested,0,100.0
ORD00003724,0,normal,not_requested,0,100.0
ORD00003725,0,normal,not_requested,0,100.0
ORD00003726,0,normal,not_requested,0,98.8
ORD00003727,0,wrong_item,not_requested,0,100.0
ORD00003728,1,normal,requested,0,530.67
ORD00003729,0,normal,not_requested,0,100.0
ORD00003730,0,damaged_item,not_requested,0,100.0
ORD00003731,0,normal,not_requested,0,100.0
ORD00003732,0,normal,not_requested,0,47.47
ORD00003733,0,normal,not_requested,0,58.16
ORD00003734,0,normal,not_requested,0,100.0
ORD00003735,0,normal,not_requested,0,100.0
ORD00003736,1,wrong_item,requested,0,170.18
ORD00003737,1,normal,requested,0,44.49
ORD00003738,0,normal,not_requested,0,100.0
ORD00003739,1,damaged_item,requested,0,29.31
ORD00003740,1,normal,requested,0,99.91
ORD00003741,1,normal,requested,0,81.98
ORD00003742,0,normal,not_requested,0,48.26
ORD00003743,0,normal,not_requested,0,72.04
ORD00003744,1,damaged_item,requested,0,42.8
ORD00003745,1,damaged_item,requested,0,21.38
ORD00003746,1,normal,requested,0,39.32
ORD00003747,0,normal,not_requested,0,94.19
ORD00003748,1,damaged_item,requested,0,47.49
ORD00003749,0,normal,not_requested,0,65.22
ORD00003750,0,normal,not_requested,0,100.0
ORD00003751,1,damaged_item,requested,0,38.33
ORD00003752,0,normal,not_requested,0,100.0
ORD00003753,0,normal,not_requested,0,100.0
ORD00003754,0,normal,not_requested,0,100.0
ORD00003755,1,damaged_item,requested,0,35.53
ORD00003756,0,normal,not_requested,0,100.0
ORD00003757,1,normal,requested,0,102.09
ORD00003758,0,damaged_item,not_requested,0,100.0
ORD00003759,1,normal,requested,0,29.61
ORD00003760,0,normal,not_requested,0,9.36
ORD00003761,0,normal,not_requested,1,100.0
ORD00003762,0,normal,not_requested,0,75.47
ORD00003763,0,normal,not_requested,1,11.82
ORD00003764,1,wrong_item,requested,0,59.68
ORD00003765,1,wrong_item,requested,0,100.12
ORD00003766,1,normal,requested,1,43.69
ORD00003767,0,normal,not_requested,0,43.18
ORD00003768,0,normal,not_requested,0,34.87
ORD00003769,1,normal,requested,0,115.27
ORD00003770,0,normal,not_requested,0,100.0
ORD00003771,0,normal,not_requested,0,100.0
ORD00003772,0,normal,not_requested,0,33.23
ORD00003773,1,normal,requested,0,31.58
ORD00003774,1,normal,requested,0,67.48
ORD00003775,0,normal,not_requested,0,97.09
ORD00003776,0,normal,not_requested,0,76.79
ORD00003777,1,wrong_item,requested,0,545.46
ORD00003778,1,wrong_item,requested,0,46.76
ORD00003779,1,wrong_item,requested,0,65.58
ORD00003780,1,damaged_item,requested,0,157.58
ORD00003781,1,normal,requested,0,109.53
ORD00003782,0,normal,not_requested,0,40.07
ORD00003783,0,normal,not_requested,0,100.0
ORD00003784,0,normal,not_requested,0,100.0
ORD00003785,0,normal,not_requested,0,91.73
ORD00003786,1,normal,requested,0,55.71
ORD00003787,0,normal,not_requested,0,100.0
ORD00003788,1,damaged_item,requested,0,30.45
ORD00003789,1,normal,requested,0,46.41
ORD00003790,0,normal,not_requested,0,100.0
ORD00003791,0,damaged_item,not_requested,0,68.37
ORD00003792,0,normal,not_requested,1,100.0
ORD00003793,1,damaged_item,requested,0,133.94
ORD00003794,0,normal,not_requested,0,100.0
ORD00003795,1,damaged_item,requested,0,57.32
ORD00003796,0,normal,not_requested,0,33.41
ORD00003797,0,normal,not_requested,0,100.0
ORD00003798,0,damaged_item,not_requested,0,100.0
ORD00003799,0,normal,not_requested,0,58.35
ORD00003800,1,normal,requested,0,17.28
ORD00003801,0,normal,not_requested,0,100.0
ORD00003802,1,damaged_item,requested,0,77.28
ORD00003803,0,normal,not_requested,0,69.37
ORD00003804,0,normal,not_requested,0,47.82
ORD00003805,0,normal,not_requested,0,66.89
ORD00003806,0,wrong_item,not_requested,0,100.0
ORD00003807,1,damaged_item,requested,0,184.31
ORD00003808,0,normal,not_requested,0,32.29
ORD00003809,0,normal,not_requested,0,100.0
ORD00003810,0,wrong_item,not_requested,0,44.89
ORD00003811,1,wrong_item,requested,0,107.3
ORD00003812,0,normal,not_requested,0,100.0
ORD00003813,1,normal,requested,0,189.29
ORD00003814,0,normal,not_requested,0,100.0
ORD00003815,1,normal,requested,0,153.0
ORD00003816,0,normal,not_requested,1,64.85
ORD00003817,1,wrong_item,requested,0,206.17
ORD00003818,0,normal,not_requested,0,100.0
ORD00003819,0,normal,not_requested,0,100.0
ORD00003820,0,normal,not_requested,0,100.0
ORD00003821,0,normal,not_requested,0,100.0
ORD00003822,1,normal,requested,0,42.07
ORD00003823,0,normal,not_requested,1,17.16
ORD00003824,1,normal,requested,0,217.89
ORD00003825,0,normal,not_requested,0,59.45
ORD00003826,1,normal,requested,0,124.73
ORD00003827,0,normal,not_requested,0,100.0
ORD00003828,1,damaged_item,requested,0,99.14
ORD00003829,0,normal,not_requested,0,31.68
ORD00003830,0,normal,not_requested,0,100.0
ORD00003831,0,normal,not_requested,0,31.17
ORD00003832,0,normal,not_requested,0,100.0
ORD00003833,1,wrong_item,requested,0,22.31
ORD00003834,0,normal,not_requested,0,100.0
ORD00003835,1,normal,requested,0,31.12
ORD00003836,0,normal,not_requested,0,100.0
ORD00003837,0,damaged_item,not_requested,0,100.0
ORD00003838,0,normal,not_requested,0,70.19
ORD00003839,1,normal,requested,0,218.43
ORD00003840,1,normal,requested,0,165.16
ORD00003841,0,normal,not_requested,0,100.0
ORD00003842,0,normal,not_requested,0,100.0
ORD00003843,1,damaged_item,requested,0,29.67
ORD00003844,0,normal,not_requested,0,100.0
ORD00003845,0,normal,not_requested,0,44.0
ORD00003846,0,damaged_item,not_requested,0,100.0
ORD00003847,0,normal,not_requested,0,100.0
ORD00003848,0,normal,not_requested,0,100.0
ORD00003849,1,normal,requested,0,57.03
ORD00003850,0,damaged_item,not_requested,0,100.0
ORD00003851,0,wrong_item,not_requested,0,100.0
ORD00003852,1,normal,requested,0,112.24
ORD00003853,1,damaged_item,requested,0,133.06
ORD00003854,1,normal,requested,0,47.77
ORD00003855,1,normal,requested,0,214.59
ORD00003856,1,wrong_item,requested,0,53.36
ORD00003857,0,damaged_item,not_requested,0,86.94
ORD00003858,0,normal,not_requested,1,93.12
ORD00003859,0,normal,not_requested,0,100.0
ORD00003860,0,damaged_item,not_requested,0,100.0
ORD00003861,0,normal,not_requested,0,100.0
ORD00003862,0,normal,not_requested,0,62.12
ORD00003863,0,normal,not_requested,0,39.84
ORD00003864,0,normal,not_requested,1,100.0
ORD00003865,1,normal,requested,0,76.12
ORD00003866,1,normal,requested,0,21.45
ORD00003867,0,normal,not_requested,0,100.0
ORD00003868,0,normal,not_requested,0,52.83
ORD00003869,1,wrong_item,requested,0,245.69
ORD00003870,1,damaged_item,requested,0,140.65
ORD00003871,0,normal,not_requested,0,98.9
ORD00003872,0,normal,not_requested,0,97.84
ORD00003873,0,normal,not_requested,0,100.0
ORD00003874,0,normal,not_requested,0,100.0
ORD00003875,0,normal,not_requested,0,65.17
ORD00003876,1,damaged_item,requested,0,77.48
ORD00003877,1,damaged_item,requested,0,20.66
ORD00003878,0,normal,not_requested,0,100.0
ORD00003879,0,wrong_item,not_requested,1,30.4
ORD00003880,1,normal,requested,0,56.7
ORD00003881,1,normal,requested,0,26.69
ORD00003882,1,wrong_item,requested,0,17.52
ORD00003883,0,normal,not_requested,0,100.0
ORD00003884,1,normal,requested,0,36.47
ORD00003885,1,damaged_item,requested,0,187.92
ORD00003886,0,normal,not_requested,1,20.55
ORD00003887,0,wrong_item,not_requested,0,19.03
ORD00003888,1,wrong_item,requested,0,48.33
ORD00003889,0,normal,not_requested,0,34.57
ORD00003890,0,wrong_item,not_requested,0,100.0
ORD00003891,0,normal,not_requested,0,100.0
ORD00003892,0,normal,not_requested,0,24.45
ORD00003893,1,damaged_item,requested,0,69.24
ORD00003894,1,normal,requested,0,56.89
ORD00003895,0,normal,not_requested,0,97.19
ORD00003896,0,normal,not_requested,0,22.62
ORD00003897,0,normal,not_requested,0,57.6
ORD00003898,0,normal,not_requested,0,83.03
ORD00003899,0,normal,not_requested,0,47.95
ORD00003900,1,normal,requested,1,55.46
ORD00003901,0,normal,not_requested,0,100.0
ORD00003902,1,normal,requested,1,81.57
ORD00003903,1,wrong_item,requested,0,14.44
ORD00003904,0,normal,not_requested,0,46.33
ORD00003905,0,normal,not_requested,0,31.46
ORD00003906,0,normal,not_requested,0,93.93
ORD00003907,0,normal,not_requested,1,100.0
ORD00003908,0,normal,not_requested,0,100.0
ORD00003909,0,normal,not_requested,0,71.25
ORD00003910,0,normal,not_requested,0,65.17
ORD00003911,0,normal,not_requested,0,75.23
ORD00003912,0,normal,not_requested,0,100.0
ORD00003913,0,normal,not_requested,0,100.0
ORD00003914,0,normal,not_requested,0,100.0
ORD00003915,0,damaged_item,not_requested,0,79.31
ORD00003916,0,normal,not_requested,0,51.92
ORD00003917,0,normal,not_requested,0,71.24
ORD00003918,1,damaged_item,requested,0,51.64
ORD00003919,1,normal,requested,1,12.89
ORD00003920,0,damaged_item,not_requested,0,100.0
ORD00003921,0,normal,not_requested,0,53.64
ORD00003922,0,normal,not_requested,0,36.83
ORD00003923,0,normal,not_requested,0,52.82
