customer_id,customer_region,customer_age_band,customer_tenure_months,preferred_language,accessibility_support_flag
CUST0111446,London,45-54,9,English,0
CUST0153501,East Midlands,65+,17,English,0
CUST0031406,West Midlands,25-34,37,English,0
CUST0189907,West Midlands,55-64,17,English,0
CUST0066391,East Midlands,55-64,51,English,0
CUST0049106,Wales,25-34,25,English,0
CUST0128116,Scotland,35-44,60,English,0
CUST0070049,South East,55-64,75,English,0
CUST0162361,North West,55-64,16,English,0
CUST0140174,Yorkshire,35-44,31,English,0
CUST0071388,South West,35-44,16,English,0
CUST0118436,North West,35-44,51,Welsh,0
CUST0144554,South East,35-44,12,English,1
CUST0076860,London,45-54,23,English,1
CUST0126837,Scotland,35-44,31,English,0
CUST0163128,Yorkshire,25-34,28,English,0
CUST0124638,North West,55-64,24,Urdu,0
CUST0053560,London,18-24,17,English,0
CUST0199374,South East,45-54,43,English,0
CUST0146961,North West,35-44,38,English,0
CUST0121139,Yorkshire,55-64,9,English,1
CUST0021370,Wales,35-44,16,English,0
CUST0006510,Yorkshire,45-54,13,English,0
CUST0169227,South West,18-24,28,English,0
CUST0163379,London,25-34,38,English,0
CUST0193894,South West,35-44,17,English,1
CUST0134647,East Midlands,35-44,42,English,0
CUST0015154,London,35-44,26,English,0
CUST0075395,London,45-54,32,English,0
CUST0009596,West Midlands,35-44,29,English,0
CUST0022877,North West,25-34,88,English,0
CUST0024875,West Midlands,45-54,28,English,0
CUST0127329,West Midlands,25-34,47,English,0
CUST0061238,North West,18-24,37,English,0
CUST0094660,London,65+,32,English,0
CUST0109935,London,55-64,24,English,0
CUST0149777,South East,35-44,81,English,0
CUST0120335,East Midlands,18-24,46,English,0
CUST0091447,East Midlands,45-54,20,English,0
CUST0095608,South East,35-44,38,English,0
CUST0053672,Scotland,18-24,49,English,0
CUST0020306,Wales,65+,22,English,0
CUST0031459,South East,65+,14,English,0
CUST0142500,West Midlands,45-54,46,English,0
CUST0073939,Yorkshire,35-44,20,English,0
CUST0006043,West Midlands,25-34,20,English,0
CUST0033252,Northern Ireland,55-64,62,English,0
CUST0040197,West Midlands,25-34,71,English,0
CUST0079888,East Midlands,45-54,39,English,0
CUST0184364,Wales,18-24,57,English,0
CUST0038300,Scotland,45-54,13,English,0
CUST0040563,Wales,55-64,24,English,0
CUST0025038,South East,55-64,6,English,0
CUST0156883,London,45-54,58,English,0
CUST0170940,Yorkshire,35-44,41,English,0
CUST0088954,Scotland,35-44,22,English,0
CUST0021193,Scotland,35-44,5,Urdu,0
CUST0184342,West Midlands,35-44,7,Punjabi,0
CUST0181805,South East,25-34,20,English,0
CUST0062315,East Midlands,45-54,33,English,0
CUST0101533,South East,18-24,31,English,0
CUST0076865,West Midlands,65+,15,English,0
CUST0134287,Scotland,25-34,24,English,0
CUST0003552,South West,65+,91,English,0
CUST0015615,Wales,45-54,2,English,0
CUST0091921,South East,35-44,89,English,0
CUST0035063,South East,55-64,65,English,0
CUST0010574,North West,65+,13,English,0
CUST0059734,Scotland,55-64,39,English,0
CUST0185291,West Midlands,25-34,54,Polish,0
CUST0153792,London,35-44,60,English,0
CUST0120338,West Midlands,35-44,30,Urdu,0
CUST0081310,London,55-64,35,English,0
CUST0023188,North West,35-44,74,Urdu,0
CUST0105725,South West,25-34,37,English,0
CUST0013954,Wales,35-44,27,English,1
CUST0158879,South East,35-44,39,English,0
CUST0186494,South West,65+,36,English,0
CUST0146429,South East,65+,49,English,0
CUST0183066,North West,65+,35,English,0
CUST0032841,Yorkshire,45-54,12,English,0
CUST0185012,Yorkshire,65+,3,English,0
CUST0135158,Northern Ireland,35-44,55,English,0
CUST0182003,North West,35-44,54,English,0
CUST0048520,North West,25-34,20,English,0
CUST0028806,North West,55-64,27,English,0
CUST0067071,Yorkshire,25-34,21,English,0
CUST0127386,South East,45-54,55,Romanian,0
CUST0037157,West Midlands,18-24,49,English,0
CUST0026788,East Midlands,25-34,41,English,0
CUST0058895,London,55-64,25,English,0
CUST0014443,South West,55-64,97,English,0
CUST0165076,Yorkshire,25-34,22,English,0
CUST0171127,South West,55-64,30,English,0
CUST0022748,Scotland,25-34,13,English,0
CUST0070430,Scotland,45-54,34,English,0
CUST0026715,North West,25-34,36,English,0
CUST0198897,Yorkshire,55-64,62,English,0
CUST0130336,North West,25-34,4,English,0
CUST0037130,South West,25-34,39,English,0
CUST0007962,West Midlands,35-44,38,Welsh,0
CUST0012473,West Midlands,45-54,10,Welsh,0
CUST0126145,South West,35-44,35,English,0
CUST0018025,North West,45-54,45,English,0
CUST0052000,London,35-44,26,English,0
CUST0055619,North West,25-34,13,English,0
CUST0157833,Wales,35-44,16,English,0
CUST0014645,Scotland,65+,55,English,0
CUST0084758,East Midlands,55-64,10,English,0
CUST0109411,London,25-34,12,English,0
CUST0176389,East Midlands,55-64,31,English,1
CUST0004402,West Midlands,45-54,25,English,0
CUST0103189,South West,35-44,70,English,0
CUST0058675,South East,55-64,43,English,0
CUST0198204,North West,55-64,63,English,1
CUST0150471,South West,55-64,41,English,0
CUST0087995,North West,25-34,103,English,0
CUST0084838,South West,25-34,99,English,0
CUST0073330,Wales,35-44,8,English,0
CUST0170504,West Midlands,18-24,11,English,0
CUST0098880,East Midlands,45-54,3,English,0
CUST0058722,South West,35-44,31,English,0
CUST0173957,London,45-54,34,English,0
CUST0013701,Yorkshire,35-44,13,English,0
CUST0097849,South West,35-44,32,English,0
CUST0196615,South East,25-34,45,English,0
CUST0049575,London,55-64,49,English,0
CUST0003805,Wales,45-54,15,English,0
CUST0135357,South East,25-34,50,Polish,0
CUST0159278,South West,55-64,20,English,0
CUST0030915,London,25-34,83,English,0
CUST0044238,South East,35-44,70,Welsh,0
CUST0174807,London,65+,69,English,0
CUST0100837,London,18-24,15,English,0
CUST0020074,Scotland,45-54,15,English,0
CUST0091811,Scotland,45-54,12,English,0
CUST0000421,Scotland,45-54,124,English,0
CUST0045998,East Midlands,25-34,44,English,0
CUST0148444,London,65+,15,English,0
CUST0083707,East Midlands,65+,96,English,0
CUST0072003,South East,45-54,28,English,0
CUST0001727,North West,55-64,40,English,0
CUST0059805,,45-54,31,English,0
CUST0090170,South East,45-54,45,English,0
CUST0146689,South West,35-44,3,English,0
CUST0027723,London,18-24,49,English,0
CUST0105675,South East,25-34,72,English,0
CUST0089979,Yorkshire,35-44,50,English,0
CUST0095842,West Midlands,18-24,10,English,0
CUST0192514,Scotland,18-24,34,English,0
CUST0014594,North West,35-44,19,English,0
CUST0102621,London,25-34,176,Romanian,0
CUST0107446,,25-34,19,English,0
CUST0002211,London,25-34,47,English,0
CUST0175111,Yorkshire,65+,44,English,0
CUST0097180,South West,65+,7,English,0
CUST0080426,North West,18-24,11,English,0
CUST0179180,London,45-54,28,English,0
CUST0046314,North West,65+,15,English,0
CUST0007173,West Midlands,45-54,41,English,0
CUST0056731,Wales,55-64,29,English,0
CUST0074208,South West,35-44,2,Welsh,0
CUST0137154,West Midlands,45-54,73,English,0
CUST0104736,Northern Ireland,55-64,84,English,0
CUST0038212,London,35-44,37,English,0
CUST0150712,London,25-34,30,English,0
CUST0113332,London,25-34,0,English,0
CUST0160576,North West,65+,38,English,0
CUST0124198,Northern Ireland,25-34,13,English,0
CUST0084260,West Midlands,65+,24,English,0
CUST0094433,Yorkshire,18-24,13,English,0
CUST0151909,Yorkshire,35-44,54,English,1
CUST0139671,Wales,25-34,52,English,0
CUST0121746,London,55-64,26,English,0
CUST0119641,Northern Ireland,65+,79,English,0
CUST0141502,East Midlands,55-64,18,English,0
CUST0036255,Yorkshire,18-24,37,English,0
CUST0111353,London,35-44,23,English,0
CUST0042388,East Midlands,55-64,14,English,0
CUST0035142,South West,35-44,18,English,0
CUST0048083,North West,55-64,47,Urdu,0
CUST0044031,South East,45-54,11,English,0
CUST0112706,East Midlands,45-54,44,Punjabi,0
CUST0000292,Yorkshire,18-24,37,English,0
CUST0178983,Wales,55-64,43,English,0
CUST0115145,South West,45-54,15,English,0
CUST0004092,South East,25-34,52,English,0
CUST0045347,West Midlands,65+,25,English,0
CUST0021647,London,35-44,10,English,0
CUST0030947,South West,65+,14,English,0
CUST0120793,West Midlands,35-44,40,English,0
CUST0109867,Scotland,25-34,35,English,0
CUST0114551,South West,65+,65,Welsh,0
CUST0019253,South East,65+,22,English,0
CUST0022510,West Midlands,55-64,115,English,1
CUST0062023,South East,25-34,53,English,0
CUST0067735,Scotland,35-44,60,English,0
CUST0084592,Wales,65+,11,English,0
CUST0119578,North West,18-24,45,English,0
CUST0066151,Wales,25-34,40,English,0
CUST0087271,Yorkshire,25-34,19,English,0
CUST0029339,South East,25-34,62,English,0
CUST0015794,London,55-64,56,English,0
CUST0105608,Yorkshire,35-44,40,English,0
CUST0079222,East Midlands,55-64,15,English,0
CUST0063607,London,65+,44,English,0
CUST0167802,West Midlands,45-54,37,English,0
CUST0098253,South East,25-34,8,Punjabi,0
CUST0170789,West Midlands,35-44,46,English,0
CUST0056738,Northern Ireland,25-34,3,Punjabi,0
CUST0021936,South East,18-24,23,English,0
CUST0173469,London,25-34,20,English,0
CUST0016370,Yorkshire,55-64,13,English,0
CUST0149298,West Midlands,55-64,8,English,0
CUST0042900,London,25-34,33,English,1
CUST0068704,East Midlands,25-34,30,English,0
CUST0097605,Scotland,25-34,37,English,0
CUST0144670,North West,35-44,5,English,0
CUST0058577,North West,25-34,47,English,0
CUST0057439,Scotland,55-64,56,Punjabi,1
CUST0087385,South West,25-34,67,English,0
CUST0152797,South East,35-44,28,English,0
CUST0034215,London,25-34,12,English,0
CUST0183898,West Midlands,65+,42,English,0
CUST0136113,Yorkshire,55-64,59,English,0
CUST0140877,South West,18-24,60,Romanian,0
CUST0194881,North West,18-24,55,English,0
CUST0076180,South West,18-24,49,English,0
CUST0000205,West Midlands,65+,40,English,0
CUST0095511,Northern Ireland,55-64,39,English,0
CUST0003035,South West,45-54,43,English,0
CUST0133196,North West,35-44,48,English,0
CUST0128762,North West,35-44,40,English,0
CUST0006893,South West,65+,53,English,0
CUST0065107,Wales,55-64,46,Urdu,0
CUST0043939,Wales,65+,44,English,0
CUST0184974,Scotland,25-34,7,Romanian,1
CUST0164302,West Midlands,35-44,25,English,0
CUST0019722,London,35-44,43,English,0
CUST0179847,London,18-24,13,English,0
CUST0114401,North West,25-34,37,English,0
CUST0009312,South West,45-54,27,English,0
CUST0119626,Yorkshire,45-54,8,English,0
CUST0056062,South East,45-54,16,English,0
CUST0169340,West Midlands,35-44,21,English,0
CUST0140206,London,65+,46,English,0
CUST0023034,South East,45-54,35,English,0
CUST0140903,Wales,65+,12,English,0
CUST0025404,North West,35-44,56,English,0
CUST0140857,South East,25-34,17,English,0
CUST0165588,Wales,35-44,114,Polish,0
CUST0008254,,65+,25,English,0
CUST0055867,East Midlands,45-54,19,English,0
CUST0007529,South East,35-44,20,English,0
CUST0073501,East Midlands,25-34,7,Romanian,0
CUST0129602,London,55-64,27,English,0
CUST0078777,Scotland,55-64,50,English,0
CUST0042721,Yorkshire,35-44,20,English,1
CUST0136528,Scotland,25-34,17,English,0
CUST0070055,West Midlands,35-44,41,English,0
CUST0076064,London,25-34,40,English,0
CUST0192551,Yorkshire,18-24,34,English,0
CUST0019654,London,25-34,42,English,0
CUST0197749,East Midlands,25-34,25,English,0
CUST0064888,West Midlands,35-44,31,English,0
CUST0009719,North West,18-24,28,English,0
CUST0104358,West Midlands,55-64,27,English,0
CUST0110712,Scotland,25-34,5,English,0
CUST0007398,Northern Ireland,55-64,7,English,0
CUST0193049,South East,18-24,30,English,0
CUST0148104,Wales,35-44,22,English,1
CUST0080012,Yorkshire,45-54,35,English,0
CUST0065153,South East,35-44,50,English,0
CUST0134190,South East,35-44,52,English,1
CUST0052307,South East,35-44,21,English,0
CUST0101094,West Midlands,35-44,28,English,0
CUST0017566,London,25-34,10,English,1
CUST0079357,West Midlands,35-44,58,English,0
CUST0000009,Scotland,65+,32,English,0
CUST0162528,West Midlands,25-34,26,English,0
CUST0020141,Scotland,45-54,36,English,0
CUST0189094,West Midlands,25-34,86,English,0
CUST0054983,East Midlands,35-44,48,English,0
CUST0023029,South West,45-54,7,English,0
CUST0124505,London,45-54,26,English,0
CUST0177408,South East,65+,7,English,0
CUST0160461,South West,45-54,26,English,0
CUST0067596,West Midlands,35-44,34,English,0
CUST0111074,South East,25-34,24,Urdu,0
CUST0059941,London,45-54,32,English,0
CUST0108682,London,55-64,54,English,0
CUST0067503,North West,45-54,16,Romanian,0
CUST0199715,London,18-24,74,English,0
CUST0148967,North West,25-34,52,English,0
CUST0096377,London,18-24,32,English,0
CUST0191322,Wales,18-24,17,English,0
CUST0197618,London,45-54,29,English,0
CUST0047534,Yorkshire,55-64,2,English,1
CUST0080709,South West,18-24,16,English,0
CUST0161480,Scotland,25-34,31,English,0
CUST0032016,South West,55-64,25,English,0
CUST0168130,North West,25-34,27,English,0
CUST0014592,Scotland,35-44,9,English,0
CUST0020314,West Midlands,35-44,35,English,0
CUST0105584,West Midlands,35-44,19,English,0
CUST0153039,London,55-64,19,English,0
CUST0042201,Scotland,55-64,40,English,0
CUST0015131,Yorkshire,35-44,61,English,0
CUST0136515,North West,65+,57,English,1
CUST0140331,London,25-34,23,English,0
CUST0144888,Scotland,25-34,60,English,0
CUST0071965,London,25-34,52,English,0
CUST0071639,South West,25-34,9,English,0
CUST0055164,West Midlands,65+,27,English,0
CUST0035071,South West,35-44,44,English,0
CUST0034923,North West,55-64,19,English,0
CUST0133063,South East,25-34,30,English,0
CUST0053321,East Midlands,35-44,29,English,0
CUST0017132,North West,45-54,50,English,0
CUST0096341,London,35-44,16,English,0
CUST0188197,Wales,18-24,29,English,0
CUST0192908,Yorkshire,65+,17,Punjabi,0
CUST0182092,London,45-54,69,English,0
CUST0171445,Yorkshire,55-64,11,Punjabi,0
CUST0091229,London,25-34,43,English,0
CUST0050101,North West,45-54,24,Romanian,0
CUST0188301,Yorkshire,45-54,21,English,0
CUST0111400,South West,25-34,69,English,0
CUST0005362,London,45-54,45,English,0
CUST0169669,West Midlands,35-44,44,English,0
CUST0047606,Wales,35-44,3,English,0
CUST0007432,London,18-24,13,English,0
CUST0090395,North West,45-54,5,English,0
CUST0085798,South East,35-44,45,English,0
CUST0042806,Scotland,35-44,9,English,0
CUST0158947,East Midlands,55-64,32,English,0
CUST0110551,Scotland,35-44,77,English,0
CUST0115371,South East,45-54,28,English,0
CUST0184061,London,35-44,20,English,0
CUST0118309,South West,35-44,47,English,0
CUST0102279,London,35-44,44,English,0
CUST0019178,Yorkshire,55-64,2,Urdu,0
CUST0188085,Yorkshire,65+,26,English,0
CUST0026255,London,18-24,24,English,0
CUST0139265,North West,25-34,60,English,0
CUST0019828,North West,65+,104,English,0
CUST0024938,Wales,35-44,61,English,0
CUST0188618,South East,25-34,54,English,0
CUST0161204,London,35-44,29,English,0
CUST0086459,North West,35-44,89,English,0
CUST0113671,London,25-34,22,Romanian,0
CUST0096425,West Midlands,18-24,17,English,0
CUST0045504,London,25-34,91,English,0
CUST0009958,Scotland,65+,41,English,0
CUST0022888,South East,35-44,45,English,0
CUST0038025,North West,18-24,20,English,0
CUST0028610,London,55-64,52,English,0
CUST0061180,London,25-34,34,English,0
CUST0003314,West Midlands,45-54,60,English,0
CUST0141302,West Midlands,18-24,47,Punjabi,0
CUST0132362,East Midlands,35-44,33,Romanian,0
CUST0073622,North West,55-64,33,English,1
CUST0174599,London,55-64,46,English,0
CUST0045803,Scotland,55-64,31,English,0
CUST0075464,London,25-34,50,English,0
CUST0044248,Wales,55-64,38,English,0
CUST0009232,Yorkshire,65+,11,English,0
CUST0039876,East Midlands,55-64,23,English,0
CUST0094786,South East,35-44,48,English,0
CUST0086251,London,65+,46,English,0
CUST0014311,South East,25-34,18,English,0
CUST0157845,London,35-44,65,English,0
CUST0046757,South East,65+,88,English,0
CUST0198474,South West,25-34,42,English,0
CUST0086906,Yorkshire,55-64,51,English,0
CUST0183986,Wales,18-24,30,English,0
CUST0009238,Yorkshire,55-64,13,English,0
CUST0016685,London,55-64,47,English,0
CUST0105589,South East,25-34,63,English,0
CUST0023835,Northern Ireland,65+,48,English,0
CUST0091104,London,25-34,24,English,0
CUST0031758,Yorkshire,35-44,5,Punjabi,0
CUST0050025,Yorkshire,35-44,5,English,0
CUST0102945,London,25-34,7,English,0
CUST0080576,West Midlands,35-44,64,Punjabi,0
CUST0077783,South West,45-54,6,Romanian,0
CUST0024638,South East,18-24,6,English,0
CUST0161741,North West,55-64,41,English,0
CUST0127252,North West,65+,15,English,0
CUST0186284,London,35-44,102,English,0
CUST0178610,Wales,25-34,43,English,0
CUST0053290,London,35-44,39,English,0
CUST0072287,South West,25-34,31,English,1
CUST0163851,Scotland,55-64,29,English,0
CUST0198075,Scotland,25-34,23,English,0
CUST0028622,West Midlands,25-34,31,English,0
CUST0016896,London,25-34,39,English,0
CUST0183100,Wales,55-64,77,English,0
CUST0040699,South East,18-24,11,English,0
CUST0064859,London,35-44,14,English,0
CUST0001347,Yorkshire,18-24,18,English,0
CUST0149037,East Midlands,35-44,20,English,0
CUST0090153,london,55-64,5,English,0
CUST0156286,East Midlands,25-34,26,English,0
CUST0038577,South West,25-34,56,English,0
CUST0056732,Yorkshire,35-44,27,Romanian,0
CUST0147498,North West,25-34,73,English,0
CUST0151950,London,25-34,23,English,0
CUST0144909,Yorkshire,45-54,31,English,0
CUST0186065,South East,25-34,27,English,0
CUST0130606,West Midlands,45-54,94,Urdu,1
CUST0016447,Wales,18-24,28,English,0
CUST0163245,London,18-24,38,English,0
CUST0001033,East Midlands,35-44,9,English,0
CUST0048448,London,25-34,8,Urdu,0
CUST0121400,London,18-24,19,English,0
CUST0066657,South West,55-64,95,English,0
CUST0162882,East Midlands,25-34,7,English,0
CUST0096286,Scotland,25-34,37,English,0
CUST0060116,South East,45-54,13,English,0
CUST0001041,South West,35-44,39,English,0
CUST0077029,South West,35-44,12,English,0
CUST0145973,Wales,35-44,52,Welsh,0
CUST0150362,South West,45-54,9,English,0
CUST0145438,East Midlands,45-54,26,English,0
CUST0034321,North West,35-44,67,Welsh,0
CUST0186896,West Midlands,55-64,42,English,0
CUST0082298,South East,45-54,23,Polish,0
CUST0167660,North West,35-44,37,English,0
CUST0117099,South East,25-34,17,English,0
CUST0148452,North West,55-64,53,English,1
CUST0120302,London,45-54,59,English,0
CUST0120929,Scotland,65+,15,Urdu,1
CUST0067401,South West,25-34,65,English,0
CUST0070752,North West,25-34,72,English,0
CUST0144702,East Midlands,35-44,23,Romanian,0
CUST0042420,East Midlands,35-44,25,English,0
CUST0086061,London,45-54,25,English,0
CUST0119994,South East,25-34,36,English,0
CUST0074530,Northern Ireland,25-34,14,English,0
CUST0026689,Scotland,55-64,13,English,0
CUST0193146,North West,25-34,50,English,0
CUST0161875,East Midlands,25-34,24,English,0
CUST0188637,North West,25-34,33,English,0
CUST0164019,Wales,55-64,34,English,0
CUST0180841,Yorkshire,35-44,57,English,0
CUST0165128,South East,55-64,15,English,0
CUST0153272,West Midlands,55-64,11,English,0
CUST0078781,West Midlands,45-54,21,English,0
CUST0084349,Wales,45-54,18,English,0
CUST0047211,South East,65+,25,English,0
CUST0079374,Wales,25-34,14,English,0
CUST0013307,Yorkshire,45-54,57,English,0
CUST0009292,West Midlands,35-44,83,English,0
CUST0034484,London,25-34,41,Urdu,0
CUST0014745,London,25-34,22,English,0
CUST0050241,London,35-44,96,English,0
CUST0117295,South East,25-34,71,Urdu,0
CUST0058337,Scotland,35-44,31,English,0
CUST0042840,Wales,45-54,16,English,0
CUST0039619,East Midlands,55-64,27,English,0
CUST0035547,West Midlands,25-34,21,English,0
CUST0101592,London,65+,72,English,0
CUST0198622,West Midlands,55-64,38,English,0
CUST0184458,Yorkshire,25-34,25,English,0
CUST0188306,North West,45-54,42,English,0
CUST0059884,South West,55-64,67,English,0
CUST0118706,South East,25-34,43,English,0
CUST0131905,West Midlands,65+,2,English,0
CUST0127122,North West,35-44,22,English,0
CUST0088474,Yorkshire,45-54,52,Punjabi,0
CUST0142777,South West,35-44,30,English,0
CUST0038986,Wales,55-64,42,English,0
CUST0016353,Yorkshire,35-44,105,English,0
CUST0111618,Wales,45-54,130,English,0
CUST0197029,Wales,25-34,25,English,0
CUST0004107,Northern Ireland,35-44,21,English,0
CUST0136845,South East,25-34,62,English,0
CUST0165520,London,35-44,66,English,0
CUST0188650,London,18-24,17,English,0
CUST0078482,Yorkshire,25-34,35,English,0
CUST0199993,Northern Ireland,35-44,27,English,0
CUST0132787,Scotland,45-54,133,English,0
CUST0141801,South West,35-44,84,English,0
CUST0080582,Yorkshire,18-24,40,English,0
CUST0172418,South East,35-44,27,English,0
CUST0000450,Wales,35-44,13,Romanian,0
CUST0145111,Wales,18-24,23,English,0
CUST0013857,East Midlands,35-44,52,English,0
CUST0106976,West Midlands,65+,21,English,0
CUST0169678,London,65+,10,English,0
CUST0088827,Scotland,35-44,6,English,0
CUST0127074,North West,25-34,42,English,0
CUST0065993,Yorkshire,55-64,38,English,0
CUST0070063,Scotland,45-54,7,English,0
CUST0091533,North West,55-64,33,English,0
CUST0100638,East Midlands,18-24,57,English,0
CUST0101856,East Midlands,35-44,58,English,0
CUST0162569,South West,35-44,41,English,0
CUST0113268,Yorkshire,55-64,11,English,0
CUST0020564,South East,45-54,91,Welsh,0
CUST0173847,East Midlands,25-34,28,English,0
CUST0179770,Wales,45-54,31,English,0
CUST0069149,South East,45-54,35,English,0
CUST0088183,North West,25-34,43,English,0
CUST0109053,Wales,18-24,14,Romanian,0
CUST0184527,North West,35-44,45,English,0
CUST0077356,London,25-34,15,English,0
CUST0007449,South East,55-64,27,English,0
CUST0111815,Wales,18-24,6,English,0
CUST0062943,South East,65+,13,English,0
CUST0029278,North West,55-64,60,English,0
CUST0097838,Yorkshire,35-44,28,English,0
CUST0154618,Yorkshire,55-64,36,English,0
CUST0017475,North West,45-54,15,English,0
CUST0179126,North West,55-64,11,English,0
CUST0076472,North West,25-34,10,English,0
CUST0070377,London,65+,15,English,0
CUST0140835,Scotland,18-24,23,English,0
CUST0058647,Northern Ireland,35-44,7,English,0
CUST0028848,South East,45-54,35,English,0
CUST0174193,,35-44,82,English,0
CUST0038171,London,25-34,26,English,0
CUST0152655,London,65+,51,English,0
CUST0001431,North West,45-54,5,English,0
CUST0112523,North West,18-24,14,English,0
CUST0167817,Yorkshire,25-34,3,English,0
CUST0180392,Wales,65+,15,Welsh,0
CUST0146163,Scotland,45-54,56,English,0
CUST0062381,West Midlands,18-24,37,English,0
CUST0102214,North West,35-44,21,English,0
CUST0007597,East Midlands,55-64,34,English,0
CUST0041960,South West,55-64,27,English,0
CUST0003337,East Midlands,25-34,26,English,0
CUST0041845,,45-54,85,English,0
CUST0186535,North West,65+,67,English,0
CUST0043652,London,25-34,39,English,0
CUST0102299,London,35-44,59,English,0
CUST0121585,Scotland,45-54,93,English,0
CUST0164113,South West,25-34,60,Punjabi,0
CUST0068667,London,45-54,25,English,0
CUST0047359,North West,25-34,30,English,0
CUST0067652,South West,25-34,31,Urdu,0
CUST0030794,West Midlands,18-24,35,English,0
CUST0029625,South East,18-24,21,English,0
CUST0011915,Wales,55-64,35,English,1
CUST0145043,South East,55-64,23,English,0
CUST0095580,Yorkshire,35-44,19,English,0
CUST0072821,North West,18-24,43,English,0
CUST0159152,London,25-34,23,English,0
CUST0078960,South East,55-64,23,English,0
CUST0034942,West Midlands,25-34,25,English,0
CUST0164073,Wales,18-24,52,English,0
CUST0189893,Scotland,25-34,68,English,0
CUST0078508,Scotland,45-54,65,English,0
CUST0090435,Yorkshire,55-64,8,English,0
CUST0101256,South West,18-24,80,English,0
CUST0087924,West Midlands,35-44,21,English,0
CUST0197257,South East,18-24,17,English,1
CUST0122832,Yorkshire,45-54,64,English,0
CUST0170366,East Midlands,25-34,39,English,0
CUST0177018,Northern Ireland,45-54,134,English,0
CUST0115090,West Midlands,18-24,26,English,0
CUST0029058,London,35-44,41,English,0
CUST0169797,Scotland,35-44,23,Polish,0
CUST0114406,,18-24,75,English,0
CUST0084217,Northern Ireland,25-34,91,English,0
CUST0003586,North West,25-34,36,Welsh,0
CUST0127279,South West,45-54,66,English,0
CUST0198005,Wales,18-24,10,English,0
CUST0110099,Scotland,55-64,20,English,0
CUST0178559,West Midlands,45-54,30,English,0
CUST0092630,London,18-24,17,Urdu,0
CUST0010536,London,45-54,6,English,0
CUST0097293,South East,35-44,30,English,0
CUST0005541,South East,65+,60,English,0
CUST0061366,North West,25-34,14,English,0
CUST0048662,Northern Ireland,45-54,19,Urdu,0
CUST0142747,South West,45-54,21,English,0
CUST0006070,North West,35-44,30,English,0
CUST0057853,Scotland,35-44,38,English,0
CUST0160549,Scotland,55-64,30,English,0
CUST0015915,North West,35-44,30,English,0
CUST0118562,North West,35-44,13,English,0
CUST0010982,London,35-44,41,English,0
CUST0085989,South West,45-54,7,Polish,0
CUST0029983,Northern Ireland,35-44,25,Welsh,0
CUST0184216,South East,55-64,23,English,0
CUST0092168,West Midlands,18-24,14,English,0
CUST0126966,East Midlands,55-64,66,English,0
CUST0107849,West Midlands,25-34,11,Romanian,0
CUST0140585,South East,65+,71,English,0
CUST0046890,Yorkshire,25-34,14,English,0
CUST0186386,North West,45-54,17,English,0
CUST0175216,London,65+,56,English,0
CUST0046781,Yorkshire,55-64,34,Urdu,0
CUST0108861,London,55-64,56,English,0
CUST0130420,London,25-34,98,English,0
CUST0176313,North West,35-44,25,English,0
CUST0059730,West Midlands,55-64,37,English,0
CUST0067863,West Midlands,65+,58,Punjabi,0
CUST0038811,West Midlands,18-24,63,English,0
CUST0098456,West Midlands,25-34,27,Romanian,0
CUST0110606,West Midlands,25-34,39,English,0
CUST0159851,East Midlands,45-54,21,English,0
CUST0052093,West Midlands,35-44,85,English,0
CUST0155611,Yorkshire,25-34,88,English,0
CUST0164629,South West,55-64,75,English,0
CUST0162535,Wales,55-64,39,English,0
CUST0167061,West Midlands,18-24,34,English,0
CUST0067431,West Midlands,25-34,53,English,0
CUST0101901,West Midlands,65+,10,English,0
CUST0184471,West Midlands,25-34,8,English,0
CUST0018255,South East,35-44,21,English,0
CUST0169954,North West,65+,43,English,0
CUST0082200,South East,35-44,140,English,0
CUST0165695,North West,55-64,26,English,1
CUST0008239,London,25-34,103,English,0
CUST0086879,Scotland,18-24,42,Urdu,0
CUST0012202,West Midlands,35-44,43,English,0
CUST0045379,London,35-44,76,English,0
CUST0148418,South East,45-54,9,English,0
CUST0069838,South West,45-54,28,English,0
CUST0015405,London,35-44,64,Punjabi,0
CUST0027669,West Midlands,25-34,37,Urdu,0
CUST0002201,East Midlands,18-24,81,English,0
CUST0039469,South East,55-64,46,English,1
CUST0058814,,25-34,20,Polish,0
CUST0153258,West Midlands,25-34,13,English,0
CUST0019621,London,25-34,6,English,0
CUST0195313,North West,25-34,8,English,0
CUST0160125,London,25-34,58,Romanian,0
CUST0001614,South West,35-44,29,English,0
CUST0157762,London,35-44,9,Romanian,0
CUST0126070,West Midlands,55-64,28,Urdu,0
CUST0040948,North West,25-34,25,Punjabi,0
CUST0178081,Wales,65+,60,Welsh,0
CUST0109158,East Midlands,25-34,28,English,0
CUST0001890,Scotland,18-24,44,English,0
CUST0040720,Northern Ireland,45-54,38,Urdu,0
CUST0187569,London,35-44,40,Welsh,0
CUST0055335,Yorkshire,45-54,14,English,0
CUST0117151,South East,25-34,20,English,0
CUST0114668,East Midlands,35-44,57,English,0
CUST0080083,South East,55-64,23,English,0
CUST0149756,East Midlands,25-34,40,English,0
CUST0052103,West Midlands,55-64,50,English,0
CUST0080168,,55-64,16,Urdu,0
CUST0158288,West Midlands,25-34,33,English,0
CUST0189135,London,45-54,45,English,0
CUST0121116,South East,18-24,123,English,0
CUST0146757,South East,25-34,46,English,0
